Instance,Solution,Run,Time,Value
chao_8.40b,B,2,1729,682.295
chao_8.40b,B,3,1746,667.31
chao_8.40b,B,4,1742,693.149
chao_8.40b,B,5,1713,674.23
chao_8.40b,B,6,1720,680.996
chao_8.40b,B,7,1718,698.086
chao_8.40b,B,8,1711,701.158
chao_8.40b,B,9,1742,686.293
chao_8.40b,B,10,1706,663.528
chao_8.40b,C,1,1805,706.354
chao_8.40b,C,2,1766,681.288
chao_8.40b,C,3,1773,677.271
chao_8.40b,C,4,1736,706.131
chao_8.40b,C,5,1781,703.736
chao_8.40b,C,6,1785,677.628
chao_8.40b,C,7,1881,689.177
chao_8.40b,C,8,1752,692.081
chao_8.40b,C,9,1759,686.816
chao_8.40b,C,10,1728,664.159
chao_8.40b,R,1,1708,772.911
chao_8.40b,R,2,1725,721.295
chao_8.40b,R,3,1719,735.807
chao_8.40b,R,4,1716,755.439
chao_8.40b,R,5,1709,742.406
chao_8.40b,R,6,1715,732.717
chao_8.40b,R,7,1688,731.589
chao_8.40b,R,8,1707,728.578
chao_8.40b,R,9,1713,697.58
chao_8.40b,R,10,1715,768.802
chao_8.40c,B,1,1334,823.503
chao_8.40c,B,2,1359,846.064
chao_8.40c,B,3,1341,748.438
chao_8.40c,B,4,1328,826.207
chao_8.40c,B,5,1344,785.779
chao_8.40c,B,6,1345,822.343
chao_8.40c,B,7,1353,823.772
chao_8.40c,B,8,1319,817.913
chao_8.40c,B,9,1345,849.674
chao_8.40c,B,10,1343,819.105
chao_8.40c,C,1,1499,812.237
chao_8.40c,C,2,1511,783.95
chao_8.40c,C,3,1514,792.562
chao_8.40c,C,4,1516,737.738
chao_8.40c,C,5,1526,763.192
chao_8.40c,C,6,1531,758.345
chao_8.40c,C,7,1556,787.091
chao_8.40c,C,8,1512,789.162
chao_8.40c,C,9,1512,785.848
chao_8.40c,C,10,1540,776.936
chao_8.40c,R,1,1304,877.779
chao_8.40c,R,2,1314,846.605
chao_8.40c,R,3,1280,818.321
chao_8.40c,R,4,1297,867.323
chao_8.40c,R,5,1305,905.297
chao_8.40c,R,6,1315,864.304
chao_8.40c,R,7,1303,788.373
chao_8.40c,R,8,1312,800.906
chao_8.40c,R,9,1294,826.844
chao_8.40c,R,10,1293,884.169
chao_9.25,B,1,735,542.156
chao_9.25,B,2,749,595.678
chao_9.25,B,3,752,539.189
chao_9.25,B,4,747,531.085
chao_9.25,B,5,736,567.019
chao_9.25,B,6,741,534.71
chao_9.25,B,7,745,527.639
chao_9.25,B,8,735,525.62
chao_9.25,B,9,739,586.682
chao_9.25,B,10,735,578.175
chao_9.25,C,1,774,565.08
chao_9.25,C,2,776,535.317
chao_9.25,C,3,769,529.286
chao_9.25,C,4,777,562.537
chao_9.25,C,5,784,555.701
chao_9.25,C,6,780,560.805
chao_9.25,C,7,781,570.293
chao_9.25,C,8,769,558.917
chao_9.25,C,9,783,540.691
chao_9.25,C,10,777,563.472
chao_9.25,R,1,741,577.903
chao_9.25,R,2,750,573.679
chao_9.25,R,3,728,556.37
chao_9.25,R,4,737,562.036
chao_9.25,R,5,739,600.649
chao_9.25,R,6,735,578.195
chao_9.25,R,7,738,585.477
chao_9.25,R,8,731,572.704
chao_9.25,R,9,729,577.501
chao_9.25,R,10,734,571.149
chao_9.30a,B,1,1025,661.848
chao_9.30a,B,2,1044,657.067
chao_9.30a,B,3,1034,652.266
chao_9.30a,B,4,1043,665.614
chao_9.30a,B,5,1050,697.47
chao_9.30a,B,6,1071,679.209
chao_9.30a,B,7,1039,684.633
chao_9.30a,B,8,1031,653.221
chao_9.30a,B,9,1059,678.988
chao_9.30a,B,10,1024,668.51
chao_9.30a,C,1,1099,624.681
chao_9.30a,C,2,1078,626.356
chao_9.30a,C,3,1059,619.717
chao_9.30a,C,4,1067,636.458
chao_9.30a,C,5,1083,606.408
chao_9.30a,C,6,1082,622.706
chao_9.30a,C,7,1095,645.749
chao_9.30a,C,8,1079,624.283
chao_9.30a,C,9,1087,641.134
chao_9.30a,C,10,1082,656.622
chao_9.30a,R,1,1057,680.265
chao_9.30a,R,2,1034,667.873
chao_9.30a,R,3,1037,
chao_9.30a,R,4,1057,710.704
chao_9.30a,R,5,1026,672.555
chao_9.30a,R,6,1045,696.301
chao_9.30a,R,7,1039,711.436
chao_9.30a,R,8,1043,685.174
chao_9.30a,R,9,1044,687.85
chao_9.30a,R,10,1048,678.194
chao_9.30b,B,1,1066,593.889
chao_9.30b,B,2,1061,606.418
chao_9.30b,B,3,1065,599.166
chao_9.30b,B,4,1064,636.242
chao_9.30b,B,5,1077,632.33
chao_9.30b,B,6,1061,596.7
chao_9.30b,B,7,1058,604.139
chao_9.30b,B,8,1070,622.517
chao_9.30b,B,9,1051,610.108
chao_9.30b,B,10,1058,597.813
chao_9.30b,C,1,1091,633.879
chao_9.30b,C,2,1069,610.496
chao_9.30b,C,3,1112,582.249
chao_9.30b,C,4,1105,651.935
chao_9.30b,C,5,1087,640.617
chao_9.30b,C,6,1085,624.416
chao_9.30b,C,7,1109,630.449
chao_9.30b,C,8,1073,600.704
chao_9.30b,C,9,1091,622.206
chao_9.30b,C,10,1081,614.865
chao_9.30b,R,1,1056,646.197
chao_9.30b,R,2,1113,657.218
chao_9.30b,R,3,1062,657.362
chao_9.30b,R,4,1077,648.618
chao_9.30b,R,5,1057,659.091
chao_9.30b,R,6,1056,663.392
chao_9.30b,R,7,1051,649.755
chao_9.30b,R,8,1045,673.92
chao_9.30b,R,9,1079,651.697
chao_9.30b,R,10,1055,637.781
chao_9.30c,B,1,946,592.704
chao_9.30c,B,2,951,602.583
chao_9.30c,B,3,957,597.574
chao_9.30c,B,4,969,609.12
chao_9.30c,B,5,957,565.876
chao_9.30c,B,6,961,632.755
chao_9.30c,B,7,943,613.581
chao_9.30c,B,8,941,606.547
chao_9.30c,B,9,941,621.813
chao_9.30c,B,10,952,583.277
chao_9.30c,C,1,1028,619.135
chao_9.30c,C,2,1022,602.964
chao_9.30c,C,3,1057,584.914
chao_9.30c,C,4,1052,635.573
chao_9.30c,C,5,1031,615.932
chao_9.30c,C,6,1037,640.995
chao_9.30c,C,7,1043,588.376
chao_9.30c,C,8,1022,596.886
chao_9.30c,C,9,1018,607.201
chao_9.30c,C,10,1056,589.389
chao_9.30c,R,1,916,623.657
chao_9.30c,R,2,932,646.672
chao_9.30c,R,3,936,640.861
chao_9.30c,R,4,912,602.737
chao_9.30c,R,5,924,653.09
chao_9.30c,R,6,920,639.025
chao_9.30c,R,7,920,628.13
chao_9.30c,R,8,939,627.019
chao_9.30c,R,9,924,634.134
chao_9.30c,R,10,912,654.209
chao_9.40a,B,1,1729,766.2
chao_9.40a,B,2,1698,797.139
chao_9.40a,B,3,1697,784.574
chao_9.40a,B,4,1718,795.86
chao_9.40a,B,5,1721,792.518
chao_9.40a,B,6,1710,799.919
chao_9.40a,B,7,1758,774.458
chao_9.40a,B,8,1729,804.366
chao_9.40a,B,9,1707,826.923
chao_9.40a,B,10,1727,752.877
chao_9.40a,C,1,1775,785.308
chao_9.40a,C,2,1811,770.858
chao_9.40a,C,3,1800,780.225
chao_9.40a,C,4,1804,800.999
chao_9.40a,C,5,1811,731.744
chao_9.40a,C,6,1836,784.188
chao_9.40a,C,7,1797,798.063
chao_9.40a,C,8,1784,792.763
chao_9.40a,C,9,1784,717.769
chao_9.40a,C,10,1819,806.662
chao_9.40a,R,1,1768,850.883
chao_9.40a,R,2,1758,853.275
chao_9.40a,R,3,1747,817.329
chao_9.40a,R,4,1734,819.958
chao_9.40a,R,5,1741,841.875
chao_9.40a,R,6,1762,801.673
chao_9.40a,R,7,1734,854.931
chao_9.40a,R,8,1746,845.065
chao_9.40a,R,9,1728,835.643
chao_9.40a,R,10,1750,801.064
chao_9.40b,B,1,1717,743.658
chao_9.40b,B,2,1707,752.089
chao_9.40b,B,3,1715,763.318
chao_9.40b,B,4,1705,675.229
chao_9.40b,B,5,1721,764.164
chao_9.40b,B,6,1710,714.446
chao_9.40b,B,7,1715,707.805
chao_9.40b,B,8,1713,747.89
chao_9.40b,B,9,1750,742.064
chao_9.40b,B,10,1707,728.46
chao_9.40b,C,1,1775,722.568
chao_9.40b,C,2,1768,691.526
chao_9.40b,C,3,1756,708.026
chao_9.40b,C,4,1744,749.031
chao_9.40b,C,5,1763,669.392
chao_9.40b,C,6,1801,755.434
chao_9.40b,C,7,1787,741.549
chao_9.40b,C,8,1773,735.807
chao_9.40b,C,9,1780,700.597
chao_9.40b,C,10,1809,714.174
chao_9.40b,R,1,1710,808.406
chao_9.40b,R,2,1708,793.839
chao_9.40b,R,3,1725,770.13
chao_9.40b,R,4,1711,778.31
chao_9.40b,R,5,1704,787.411
chao_9.40b,R,6,1762,784.501
chao_9.40b,R,7,1775,822.98
chao_9.40b,R,8,1712,753.007
chao_9.40b,R,9,1723,798.963
chao_9.40b,R,10,1721,799.592
chao_9.40c,B,1,1521,693.059
chao_9.40c,B,2,1539,719.21
chao_9.40c,B,3,1503,703.232
chao_9.40c,B,4,1485,700.334
chao_9.40c,B,5,1534,694.964
chao_9.40c,B,6,1508,725.806
chao_9.40c,B,7,1521,716.903
chao_9.40c,B,8,1517,736.754
chao_9.40c,B,9,1517,730.625
chao_9.40c,B,10,1508,720.976
chao_9.40c,C,1,1726,721.008
chao_9.40c,C,2,1678,692.554
chao_9.40c,C,3,1686,667.136
chao_9.40c,C,4,1675,710.459
chao_9.40c,C,5,1724,725.733
chao_9.40c,C,6,1737,688.256
chao_9.40c,C,7,1717,718.66
chao_9.40c,C,8,1722,687.796
chao_9.40c,C,9,1699,679.211
chao_9.40c,C,10,1663,701.472
chao_9.40c,R,1,1460,729.435
chao_9.40c,R,2,1455,798.056
chao_9.40c,R,3,1461,781.575
chao_9.40c,R,4,1460,763.51
chao_9.40c,R,5,1478,791.323
chao_9.40c,R,6,1472,769.947
chao_9.40c,R,7,1487,758.161
chao_9.40c,R,8,1475,758.562
chao_9.40c,R,9,1445,786.734
chao_9.40c,R,10,1469,789.258
